x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.24598354,-0.11097392,-0.13714622,0.37180293,-0.45831144,-0.14763606,0.3118165,-0.75930476,-0.13715312,0.26521808,-0.95923245,-0.09763466,0.14331104,-0.662519,-0.027450135,0.07881614,-0.8644568,-0.15324569,0.09959816,-0.66509825,-0.19766614,0.13010843,-0.52725273,-0.19614024,-0.037842955,-0.6129532,0.01358729,-0.12557784,-0.798235,-0.13425428,-0.045483287,-0.54498625,-0.15274175,0.021122716,-0.43731344,-0.11563939,-0.18698058,-0.5334843,0.025933005,-0.26143187,-0.6621067,-0.13931002,-0.15393078,-0.43535632,-0.099941805,-0.072261445,-0.35038126,-0.020442935,-0.32190785,-0.43516573,0.030375022,-0.3761744,-0.5170395,-0.08298764,-0.28260234,-0.36188462,-0.057815153,-0.21038374,-0.30638173,-0.0012620649,a
0.0,0.0,0.0,0.16244073,-0.19451009,-0.14740773,0.17882986,-0.5022166,-0.21405432,0.11740347,-0.7695566,-0.27424252,0.03341086,-0.94802856,-0.3164262,-0.07737634,-0.6844838,-0.05167269,-0.11255579,-0.8550685,-0.18134077,-0.09300328,-0.7922051,-0.2560853,-0.08648471,-0.79534423,-0.29566497,-0.2673571,-0.6119593,-0.029187584,-0.29079142,-0.7950358,-0.15591437,-0.2282767,-0.6813403,-0.19154088,-0.21519291,-0.6835707,-0.19223472,-0.41745389,-0.50773513,-0.036765542,-0.43799922,-0.66806364,-0.15974583,-0.36502358,-0.5524974,-0.14766838,-0.34603718,-0.5391559,-0.11327482,-0.54508126,-0.38065308,-0.059460845,-0.56337047,-0.52805597,-0.12713422,-0.49871513,-0.45824823,-0.10769049,-0.47810128,-0.4329945,-0.07642022,a
0.0,0.0,0.0,0.26946008,-0.14785184,-0.08319953,0.38210928,-0.50020117,-0.09242464,0.3280809,-0.7955962,-0.09101163,0.23692876,-0.9688821,-0.071639426,0.1661742,-0.66425586,-0.05961252,0.07769987,-0.86382324,-0.17940515,0.10645003,-0.6635608,-0.23774943,0.15030918,-0.5756774,-0.26457366,-0.038790707,-0.59425277,-0.059724614,-0.10999924,-0.77738774,-0.17562112,-0.038877107,-0.55352896,-0.20255804,0.0040178956,-0.49178413,-0.20459281,-0.197422,-0.490762,-0.07665005,-0.2649703,-0.6475935,-0.20499723,-0.17818627,-0.4419661,-0.16762975,-0.11656754,-0.38582903,-0.11803976,-0.32641083,-0.38547757,-0.09797218,-0.39176148,-0.4944074,-0.18547314,-0.32669687,-0.36714268,-0.1545343,-0.27185908,-0.32489634,-0.1139533,a
0.0,0.0,0.0,0.2827718,-0.05382853,-0.11860437,0.46977615,-0.38598168,-0.116873346,0.44025797,-0.7131157,-0.09263468,0.40790263,-0.9122218,-0.0383001,0.272673,-0.6295563,-0.04250972,0.22403218,-0.8375882,-0.15061593,0.23621437,-0.62422013,-0.17235963,0.26068473,-0.5123277,-0.1645181,0.075638086,-0.6089054,-0.009195345,0.032303214,-0.81271714,-0.1405206,0.08452626,-0.53240925,-0.14094244,0.11254197,-0.44416168,-0.101745665,-0.10528871,-0.55284876,0.0009685336,-0.15486407,-0.7195972,-0.15208918,-0.07928366,-0.4548283,-0.08781246,-0.04309782,-0.3670243,-0.0017635085,-0.28586787,-0.4765715,0.0050571575,-0.3141119,-0.58913267,-0.096710846,-0.24020234,-0.39509037,-0.05291813,-0.20865345,-0.33246294,0.00879572,a
0.0,0.0,0.0,0.2341794,-0.1554791,-0.13192855,0.36716473,-0.45405012,-0.189783,0.35955364,-0.6966294,-0.24924904,0.32070163,-0.88040555,-0.28762597,0.11246786,-0.67150337,-0.019040534,0.12790613,-0.9465934,-0.16225544,0.16508749,-0.8075373,-0.22118635,0.17522183,-0.7118174,-0.23819473,-0.07491241,-0.64756596,-0.01336577,-0.075268656,-0.9817053,-0.17489766,-0.010859418,-0.7299565,-0.1977414,0.008930408,-0.58756787,-0.16597983,-0.24828655,-0.59948474,-0.040108033,-0.23274021,-0.89642143,-0.2237598,-0.15833923,-0.6283774,-0.212378,-0.13998625,-0.46898508,-0.1491874,-0.41096938,-0.5219972,-0.07625159,-0.3822541,-0.74229485,-0.19749261,-0.3189207,-0.55529153,-0.18649594,-0.3109283,-0.40325674,-0.14334282,a
0.0,0.0,0.0,0.26456687,-0.1443222,-0.11501073,0.4478538,-0.4152091,-0.1258273,0.45460105,-0.6964566,-0.12086837,0.42872497,-0.89909226,-0.088476025,0.2885846,-0.6215512,-0.015037683,0.2503805,-0.8515223,-0.14757998,0.22317375,-0.65813595,-0.20204024,0.24473931,-0.51683474,-0.2085411,0.10251254,-0.60917205,0.01398697,0.057841502,-0.84046847,-0.14706069,0.061077923,-0.58224285,-0.18385634,0.11503201,-0.4603496,-0.15954544,-0.063144915,-0.562992,0.018995883,-0.115021005,-0.7551245,-0.14406301,-0.08758461,-0.5049132,-0.103107415,-0.020283747,-0.38847595,-0.0217389,-0.21582167,-0.47929198,0.017361911,-0.25870895,-0.6129092,-0.087516315,-0.20867005,-0.44079587,-0.051837854,-0.14293545,-0.35589832,0.013201587,a
0.0,0.0,0.0,0.24279615,-0.0969328,-0.11048623,0.4100782,-0.4116077,-0.11959295,0.37720963,-0.7207206,-0.112639554,0.36642668,-0.9269321,-0.08079914,0.21388255,-0.6194453,-0.010651503,0.22911587,-0.79102546,-0.108217016,0.25483498,-0.6201972,-0.12654053,0.24215432,-0.5285873,-0.117914736,0.0043287943,-0.58590215,0.008054277,0.05587544,-0.77536273,-0.13785788,0.10925883,-0.498047,-0.16562344,0.09256576,-0.39232385,-0.13814883,-0.17051135,-0.5024404,0.0077257655,-0.1450969,-0.6540177,-0.15234421,-0.05910122,-0.39688474,-0.09023102,-0.07376107,-0.30954874,0.0011128768,-0.34644616,-0.39799538,0.0027432807,-0.3170017,-0.52104485,-0.093892366,-0.22603989,-0.3421189,-0.03436201,-0.22506888,-0.29395047,0.040886,a
0.0,0.0,0.0,-0.20889571,0.12965484,-0.08794274,-0.4464064,0.13819467,-0.1753032,-0.63581306,0.10969278,-0.2658702,-0.78419757,0.11459475,-0.35371566,-0.42971575,-0.18854529,-0.11623105,-0.53420115,-0.26450297,-0.22488563,-0.48045245,-0.20923792,-0.30746272,-0.39770973,-0.14149407,-0.34820524,-0.32906425,-0.34137255,-0.12965155,-0.45742568,-0.44017893,-0.22897753,-0.40304,-0.40051538,-0.2965332,-0.3138505,-0.35314012,-0.32772845,-0.23348266,-0.4623982,-0.15287474,-0.3806682,-0.59661657,-0.21847056,-0.36643264,-0.5990656,-0.24325648,-0.32411516,-0.5976126,-0.24818192,-0.14340465,-0.5606085,-0.18370835,-0.3019386,-0.7200271,-0.21064755,-0.40627936,-0.7953144,-0.20479019,-0.48550043,-0.85241604,-0.19410385,a
0.0,0.0,0.0,0.2511362,-0.10224513,-0.09964407,0.38936982,-0.4622245,-0.09778107,0.34347457,-0.7584598,-0.07585572,0.32372668,-0.9457415,-0.027822278,0.18249671,-0.6496901,-0.06352028,0.18926474,-0.84351015,-0.13823716,0.21142343,-0.6118466,-0.12514287,0.19452968,-0.521438,-0.10001045,-2.8256616e-05,-0.6091043,-0.041120913,0.033368662,-0.82132274,-0.16273412,0.078419775,-0.53132135,-0.16015175,0.04973598,-0.43474355,-0.11866542,-0.15604642,-0.5351716,-0.03190795,-0.13982674,-0.7066165,-0.16623549,-0.054679804,-0.43936533,-0.10056411,-0.07455253,-0.3519655,-0.016447837,-0.32678556,-0.455304,-0.02513498,-0.29336208,-0.58174866,-0.10626467,-0.20909517,-0.39786428,-0.051440176,-0.21597236,-0.33832288,0.0132637955,a
0.0,0.0,0.0,0.26847145,-0.09875003,-0.11870282,0.40984496,-0.44568378,-0.12481126,0.3525593,-0.7451778,-0.1105562,0.3270734,-0.94237655,-0.07035113,0.20028786,-0.6433666,-0.040196214,0.2010006,-0.8300131,-0.12941054,0.2262255,-0.6055352,-0.1346652,0.21349195,-0.5023158,-0.118083924,0.011875022,-0.6108787,-0.009246099,0.02269223,-0.79793936,-0.13678502,0.07968631,-0.5229015,-0.14179824,0.06581329,-0.42853156,-0.104017615,-0.15561472,-0.53917843,0.0016588902,-0.15573879,-0.7034036,-0.14079349,-0.06566508,-0.44416544,-0.08055752,-0.07253812,-0.35833925,0.0027048357,-0.33140305,-0.44818118,0.0076486254,-0.306996,-0.5807289,-0.081498,-0.21752097,-0.39782485,-0.030863853,-0.21585527,-0.3363274,0.034171607,a
