x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.48584315180778503,0.8262118101119995,-7.87179658345849e-07,0.6739709377288818,0.7413391470909119,-0.10488998144865036,0.7701973915100098,0.47569599747657776,-0.11291258782148361,0.7243198752403259,0.24549680948257446,-0.10489526391029358,0.6886814832687378,0.09259244799613953,-0.07467161118984222,0.5954471826553345,0.31951847672462463,-0.020994603633880615,0.5461215972900391,0.16507676243782043,-0.11720282584428787,0.5620156526565552,0.3175458312034607,-0.15117551386356354,0.5853498578071594,0.4229698181152344,-0.15000851452350616,0.4569009244441986,0.3574262857437134,0.01039074920117855,0.3898014426231384,0.21572306752204895,-0.10267823189496994,0.4510576128959656,0.40940725803375244,-0.1168174147605896,0.5019977688789368,0.49175524711608887,-0.08844159543514252,0.3428407311439514,0.4182039499282837,0.019832730293273926,0.2859005033969879,0.31983378529548645,-0.1065448522567749,0.36811715364456177,0.4932520389556885,-0.0764361098408699,0.43057772517204285,0.5582408308982849,-0.01563550904393196,0.23964858055114746,0.4933978021144867,0.02322997711598873,0.19814562797546387,0.43078088760375977,-0.06346958875656128,0.26970937848091125,0.5494430661201477,-0.04421771690249443,0.324942022562027,0.5918915867805481,-0.0009660122450441122,a
0.599107027053833,0.8695163726806641,-4.832509148400277e-07,0.7103120684623718,0.7363570332527161,-0.10091409832239151,0.721531867980957,0.5257047414779663,-0.146539568901062,0.6794800758361816,0.34268689155578613,-0.18774370849132538,0.6219797134399414,0.22050705552101135,-0.21662217378616333,0.5461360812187195,0.40092670917510986,-0.03537500649690628,0.5220526456832886,0.28414639830589294,-0.12414427101612091,0.535438060760498,0.32718199491500854,-0.17531350255012512,0.5399006009101868,0.32503291964530945,-0.2024092823266983,0.41607746481895447,0.45057618618011475,-0.01998196355998516,0.4000346064567566,0.32524412870407104,-0.1067376434803009,0.44283145666122437,0.40307873487472534,-0.13112713396549225,0.45178845524787903,0.40155184268951416,-0.13160213828086853,0.3133229613304138,0.5219268202781677,-0.025169745087623596,0.2992578446865082,0.4121677875518799,-0.10936062037944794,0.34921613335609436,0.4912830889225006,-0.10109253972768784,0.36221399903297424,0.5004165172576904,-0.0775471106171608,0.22595073282718658,0.6089257001876831,-0.04070668667554855,0.21343015134334564,0.5080153942108154,-0.08703508973121643,0.25769245624542236,0.555804967880249,-0.07372414320707321,0.27180445194244385,0.5730933547019958,-0.052316874265670776,a
0.5106133222579956,0.840804934501648,-1.6202359631733998e-07,0.7080321311950684,0.7324818968772888,-0.0609559528529644,0.7905641198158264,0.47433462738990784,-0.06771469116210938,0.7509804368019104,0.2579146921634674,-0.0666794553399086,0.6841982007026672,0.1309574544429779,-0.052486490458250046,0.6323601603507996,0.35414063930511475,-0.043675027787685394,0.5675398111343384,0.20792844891548157,-0.13144060969352722,0.5886034965515137,0.3546498417854309,-0.17418630421161652,0.6207367181777954,0.4190372824668884,-0.193838968873024,0.4821934700012207,0.40542811155319214,-0.04375715181231499,0.43002283573150635,0.2712550461292267,-0.12866824865341187,0.48213016986846924,0.4352642297744751,-0.14840348064899445,0.5135570168495178,0.48050132393836975,-0.14989423751831055,0.3659729063510895,0.48125019669532776,-0.05615750327706337,0.31648391485214233,0.3663482367992401,-0.150190532207489,0.3800658881664276,0.5170003175735474,-0.12281341105699539,0.4252105951309204,0.5581288933753967,-0.0864815041422844,0.27146977186203003,0.5583863854408264,-0.07177907228469849,0.2235908806324005,0.47857940196990967,-0.1358862966299057,0.27126020193099976,0.5718193650245667,-0.11321908235549927,0.31143689155578613,0.602770984172821,-0.08348757773637772,a
0.4605781137943268,0.7002280950546265,-1.2617809943549219e-06,0.6598738431930542,0.662290096282959,-0.08359284698963165,0.7916733026504517,0.4281907081604004,-0.08237283676862717,0.7708690762519836,0.19762879610061646,-0.06528957933187485,0.7480652332305908,0.05730009078979492,-0.026994923129677773,0.6527562737464905,0.2565208971500397,-0.029961835592985153,0.618474543094635,0.10990136861801147,-0.10615438967943192,0.6270604729652405,0.2602818012237549,-0.12147921323776245,0.644307017326355,0.3391428589820862,-0.11595255136489868,0.513887345790863,0.2710755467414856,-0.006482081953436136,0.4833452105522156,0.1274302899837494,-0.09903926402330399,0.520151674747467,0.3249894976615906,-0.09933657944202423,0.5398969650268555,0.38718581199645996,-0.07171094417572021,0.38637131452560425,0.3105838894844055,0.0006813544314354658,0.3514309227466583,0.19306062161922455,-0.10719272494316101,0.40469950437545776,0.37966805696487427,-0.06189091503620148,0.43020305037498474,0.44155174493789673,-0.00124417117331177,0.2591002881526947,0.3643435835838318,0.0035629901103675365,0.2391940951347351,0.2850112318992615,-0.06816243380308151,0.29128506779670715,0.42177096009254456,-0.03729761764407158,0.31352052092552185,0.4659103751182556,0.006197904236614704,a
0.4876137375831604,0.7757811546325684,-1.2014543244731613e-06,0.6452558040618896,0.6711176037788391,-0.08881127089262009,0.7347772717475891,0.4701291620731354,-0.12775704264640808,0.7296537160873413,0.30683258175849915,-0.16778767108917236,0.7034997940063477,0.18312039971351624,-0.19362178444862366,0.5633234977722168,0.32374662160873413,-0.01281867828220129,0.5737160444259644,0.1385648548603058,-0.10922635346651077,0.5987453460693359,0.2321729212999344,-0.14889676868915558,0.605567455291748,0.29660850763320923,-0.16034626960754395,0.4371851086616516,0.3398604989051819,-0.008998609147965908,0.4369452893733978,0.11492860317230225,-0.11773669719696045,0.4803035259246826,0.28439784049987793,-0.13311438262462616,0.4936254024505615,0.3802493214607239,-0.11173350363969803,0.32047519087791443,0.3722272515296936,-0.02700064331293106,0.33094048500061035,0.17233899235725403,-0.15062913298606873,0.3810248374938965,0.3527776300907135,-0.14296726882457733,0.39337947964668274,0.4600754380226135,-0.10042937099933624,0.21096232533454895,0.4243893623352051,-0.051331330090761185,0.23029252886772156,0.2760920524597168,-0.1329469084739685,0.27292653918266296,0.40197670459747314,-0.12554429471492767,0.278306782245636,0.5043216347694397,-0.09649499505758286,a
0.42037302255630493,0.7120151519775391,-1.1217741757718613e-06,0.6138714551925659,0.6064610481262207,-0.08411745727062225,0.7479234933853149,0.4083402752876282,-0.09202846139669418,0.7528582811355591,0.2026420384645462,-0.08840160816907883,0.7339330911636353,0.05443874001502991,-0.06471055746078491,0.6314374804496765,0.2574262022972107,-0.010999353602528572,0.6034958362579346,0.08923034369945526,-0.10793789476156235,0.5835974216461182,0.23066890239715576,-0.14776892960071564,0.599370002746582,0.33401352167129517,-0.15252351760864258,0.4953484535217285,0.266480028629303,0.01022864319384098,0.4626770317554474,0.09731490910053253,-0.10755810141563416,0.4650440812110901,0.2861754596233368,-0.1344696283340454,0.504504919052124,0.3753255307674408,-0.11668916791677475,0.37419021129608154,0.3002551198005676,0.013892052695155144,0.3362491726875305,0.1597335785627365,-0.10536565631628036,0.356315553188324,0.34273266792297363,-0.07541163265705109,0.4055379331111908,0.4278923273086548,-0.01590047776699066,0.2625257670879364,0.3614714741706848,0.012697000987827778,0.23115894198417664,0.2637467682361603,-0.06400864571332932,0.26775631308555603,0.389626681804657,-0.03791419416666031,0.3158331513404846,0.45171889662742615,0.009654230438172817,a
0.4883452355861664,0.786046028137207,-7.352288662332285e-07,0.6701654195785522,0.7134569883346558,-0.08273939043283463,0.7954361438751221,0.47780972719192505,-0.08955904096364975,0.7708222270011902,0.24632763862609863,-0.08435192704200745,0.7627472877502441,0.09190422296524048,-0.06050792708992958,0.6485131978988647,0.3221685588359833,-0.007977212779223919,0.6599208116531372,0.19367913901805878,-0.08104006946086884,0.6791808009147644,0.32160553336143494,-0.09476179629564285,0.6696847677230835,0.39020848274230957,-0.08830229938030243,0.4915868937969208,0.34728768467903137,0.0060307858511805534,0.5301880836486816,0.20540831983089447,-0.10323691368103027,0.5701647400856018,0.41307884454727173,-0.12402941286563873,0.5576639771461487,0.49225062131881714,-0.10345479100942612,0.360656201839447,0.4097888171672821,0.005784776993095875,0.3796880543231964,0.296278715133667,-0.1140851303935051,0.4440867304801941,0.4888351559638977,-0.06757108122110367,0.4331085681915283,0.5542375445365906,0.0008326530805788934,0.22890576720237732,0.4880034327507019,0.0020535963121801615,0.2509555220603943,0.39585670828819275,-0.07031291723251343,0.3190731406211853,0.5298470854759216,-0.02573305182158947,0.3198002874851227,0.5659184455871582,0.030617129057645798,a
0.1997753381729126,0.5266439318656921,-1.479204456700245e-07,0.1807556003332138,0.5384488701820374,-0.008007243275642395,0.1591304987668991,0.5392264127731323,-0.01596132293343544,0.14188522100448608,0.5366313457489014,-0.024207355454564095,0.12837496399879456,0.5370776653289795,-0.03220559284090996,0.16065016388893127,0.5094770789146423,-0.01058286428451538,0.1511368751525879,0.5025612115859985,-0.020475750789046288,0.15603064000606537,0.507593035697937,-0.02799431048333645,0.1635642796754837,0.513761043548584,-0.031703874468803406,0.16981437802314758,0.4955623149871826,-0.011804786510765553,0.15812720358371735,0.48656609654426575,-0.020848313346505165,0.16307896375656128,0.4901774227619171,-0.026999186724424362,0.17119957506656647,0.4944908916950226,-0.02983948215842247,0.17851698398590088,0.4845430552959442,-0.013919234275817871,0.16511589288711548,0.47232261300086975,-0.019891664385795593,0.16641202569007874,0.472099632024765,-0.02214839681982994,0.17026498913764954,0.472231924533844,-0.022596854716539383,0.18671849370002747,0.47560110688209534,-0.016726601868867874,0.17228414118289948,0.4610862135887146,-0.019179388880729675,0.16278402507305145,0.4542313814163208,-0.018646081909537315,0.15557102859020233,0.44903233647346497,-0.017673101276159286,a
0.5062149167060852,0.8011993169784546,-1.2106780786780291e-06,0.6995729207992554,0.7224774360656738,-0.07672044634819031,0.8060035109519958,0.44531750679016113,-0.07528606057167053,0.7706672549247742,0.2172362059354782,-0.058405015617609024,0.7554627060890198,0.0730418860912323,-0.0214224960654974,0.6467251181602478,0.3009815812110901,-0.0489075593650341,0.6519360542297363,0.15175318717956543,-0.10643453150987625,0.6689967513084412,0.3301185369491577,-0.09635280817747116,0.6559897065162659,0.39972707629203796,-0.07700253278017044,0.5061931610107422,0.33222997188568115,-0.03166155144572258,0.5319065451622009,0.16883598268032074,-0.12529554963111877,0.5665928721427917,0.39211755990982056,-0.12330728769302368,0.5445082783699036,0.4664759933948517,-0.09136560559272766,0.386069655418396,0.3891531229019165,-0.024568187072873116,0.39855772256851196,0.25715208053588867,-0.12799136340618134,0.4641151428222656,0.4629175364971161,-0.07742881029844284,0.4488144814968109,0.5302095413208008,-0.012664939276874065,0.254611998796463,0.4506458342075348,-0.019353456795215607,0.2803458273410797,0.35329192876815796,-0.0818178653717041,0.3452256917953491,0.49487054347991943,-0.039606690406799316,0.3399307131767273,0.5407134294509888,0.010211020708084106,a
0.5022301077842712,0.7866690158843994,-1.1013814855687087e-06,0.7050601243972778,0.7120634317398071,-0.08968100696802139,0.8118677139282227,0.44995519518852234,-0.094295933842659,0.7685884237289429,0.22368763387203217,-0.08352623879909515,0.7493338584899902,0.074704110622406,-0.05315133556723595,0.653547465801239,0.30060598254203796,-0.030369315296411514,0.6540859341621399,0.15959465503692627,-0.09777067601680756,0.6731433272361755,0.3291875422000885,-0.10174057632684708,0.6635231375694275,0.40716972947120667,-0.08921343088150024,0.5112016797065735,0.3251505494117737,-0.006986523047089577,0.5193740725517273,0.18382632732391357,-0.10334209352731705,0.5624330639839172,0.3916172981262207,-0.10712958872318268,0.5519520044326782,0.4629136919975281,-0.07858634740114212,0.38466328382492065,0.37932005524635315,0.0012521890457719564,0.38456955552101135,0.255248099565506,-0.10637049376964569,0.45262017846107483,0.4511023163795471,-0.06086225435137749,0.4474276006221771,0.5159439444541931,0.0020424004178494215,0.2518553137779236,0.44806841015815735,0.005777430254966021,0.27029484510421753,0.3479287326335907,-0.061572786420583725,0.33789315819740295,0.4861125946044922,-0.02331872284412384,0.3391515910625458,0.5325738787651062,0.025815526023507118,a
